"","coder","date","newsnm","rptmm","rptdd","rptyy","evmm","evdd","evyy","days","eventid","stories","title","followup","who","what","where","against","purpose","whysm","page","section","paragrph","staten","state1","state2","state3","state4","cityn","city1","city2","neighn","neighbr","particd","particex","partices","groups","igrp1c1","igrp1c2","igrp2c1","igrp2c2","igrp3c1","igrp3c2","targd","targnum","targ1","targ2","ertarg1","ertarg2","smonamed","smonum","smoname1","smoname2","smoname3","smoname4","claim1","val1","claim2","val2","claim3","val3","claim4","val4","form1","form2","form3","form4","act1","act2","act3","act4","viold","violtype","counterd","police1","police2","police3","police4","arrestd","arrestex","arrestes","propdam","dollars","injury","deaths","d_eventid","flag_followup","injprot","injprot_est","injby","injby_est","injpol","injpol_est","injoth","injoth_est","dthprot","dthprot_est","dthby","dthby_est","dthpol","dthpol_est","dthoth","dthoth_est","agenda_code"
"2478","RHONDA CARROLL",NA,"NYT",5,7,1971,5,6,1971,1,7105053,5,"Protestors of School Fund Cuts Tie Up Traffic in E Harlem",0,"500 college students","held rally","at the Union Squre","'to protest budget cuts affecting the University. Against state gov't, to stop budget cuts.'","","Collective action",22,"1",18,1,"NY","","","",1,"NEW YORK","",NA,"",1,500,NA,1,800,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"COMMUNITY GROUPS","","","",1342,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,22,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600
"2479","RHONDA CARROLL",NA,"NYT",5,8,1971,5,7,1971,1,7105057,2,"Governor Heckled at Meeting on Aged",0,"600 elderly people","heckled Governor Rockefeller during speech and held domonstation","at 10th Annual Governor's Conference On Aging at New York Hilton, NY,NY City.","'Against state budget cuts that would close senior citizen centers and force them to pay monthly fees to keep centers open'","","Collective Action",33,"1",8,1,"NY","","","",1,"NEW YORK","",NA,"",1,600,NA,1,900,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",2900,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,64,58,20,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204
"2480","RHONDA CARROLL",NA,"NYT",5,8,1971,5,7,1971,1,7105058,2,"Governor Heckled at Meeting on Aged",0,"700 psychiatrists, social workers, mental patients, and supporters","marched","infront of Gov. Rockefeller's office in Ny, Ny City.","'To protest layoffs at city's after-care-center for mental patients'","","Collectve action",33,"1",9,1,"NY","","","",1,"NEW YORK","",NA,"",1,700,NA,4,100,NA,100,NA,1400,NA,1,1,1,NA,NA,NA,0,NA,"","","","",2900,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,22,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204
"2481","DEMARIO",NA,"NYT",5,16,1971,5,15,1971,NA,7105066,1,"Campus Policies Fought In Court",0,"two queens college students, both members of the conservatiove young americans for freedom","filed suits","queens college","'against the school officials: because say that there is ''drug glorification'' in school newspapers and say school is afraid to perserve standars of school'","","smo activity, change claim",93,"1",17,1,"NY","","","",1,"NEW YORK","",1,"QUEENS COLLEGE",1,2,NA,1,600,800,NA,NA,NA,NA,1,1,3,NA,NA,NA,1,1,"CONSERVATIVE YOUNG AMS FOR FREEDON","","","",1342,3,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600
"2482","DEMARIO",NA,"NYT",5,22,1971,5,21,1971,1,7105070,1,"Schools Concert and Art Show Canceled Here Protest",0,"100 students of black security council","demonstrated and engaged in a peaceful sit in","la guardia high school","'against the school's annual concert; because wanted to present only black performances and alos wanted to wait until the spring concert'","","group, collcetive",63,"1",11,1,"NY","","","",1,"NEW YORK","",1,"LA GUARDIA HIGH SCHOOL",1,100,NA,1,800,401,NA,NA,NA,NA,1,1,3,NA,NA,NA,1,1,"BLACK SECURITY COUNCIL","","","",1342,3,1500,1,NA,NA,NA,NA,1,13,NA,NA,52,28,42,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600
"2483","DEMARIO",NA,"NYT",5,22,1971,5,21,1971,NA,7105071,3,"2 Policemen Slain  By Shots in Back  2 Men are Sought",0,"2 men from a third world nation (ie vietnam)","shot two policemen","ny","against us. police: say we oppressed the vietnamese","","group, collective",1,"1",44,1,"NY","","","",1,"NEW YORK","",NA,"",1,2,NA,1,401,1800,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1,"Black Liberation Army","","","",1400,3,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,98,NA,NA,NA,1,1,0,1,0,0,0,0,0,NA,0,NA,0,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,1209
"2484","DEMARIO",NA,"NYT",5,22,1971,5,21,1971,NA,7105072,1,"2 Policemen Slain  By Shots in Back  2 Men are Sought",0,"2 men","mistook a transit authority bus dispatcher for a police officer and shot him","ny","against police: said their facist pigs","","group,collective",1,"1",41,1,"NY","","","",1,"NEW YORK","",NA,"",1,2,NA,1,1800,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,0,NA,"","","","",1518,1,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,98,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"2485","RHONDA CARROLL",NA,"NYT",5,25,1971,5,24,1971,1,7105077,1,"3 Students Held in School Sit-In",0,"Students","held day-long sit-in in school lobby to protest the exclusion of a club called Black Security Council from performing in school's yearly spring concert.","High School of Music and Art, NY, NY City.","Protest against Adminstration","","Collective Action",43,"NY",7,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,2,1,401,800,NA,NA,NA,NA,1,1,3,NA,NA,NA,1,1,"BLACK SECURITY COUNCIL","","","",1509,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,52,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"2486","DEMARIO",NA,"NYT",5,26,1971,5,25,1971,1,7105078,1,"15 Are Arrested and 11 Injured in Fist-Swinging Melee",0,"the progressive labor party","protested, demonstrated","ny, ny , city hall","'against eh city counsil: were protesting the proposed budget cut, that would cut jobs and lower welfare.'","","group, collective, change claim",52,"1",21,1,"NY","","","",1,"NEW YORK","",1,"CITY HALL",0,NA,3,1,1800,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"PROGRESSIVE LABOR PARTY","","","",1400,3,NA,NA,NA,NA,NA,NA,1,13,NA,NA,27,28,56,64,1,6,0,1,1,1,1,0,15,NA,0,NA,1,0,"",NA,11,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"2487","DEMARIO",NA,"NYT",5,27,1971,5,26,1971,NA,7105081,1,"20 Women Teachers Accus City U of Sex Prejudice in Jobs",0,"20 women teachers","filed a suit","ny, ny","against school for discrimination","","group, collective",52,"1",13,1,"NY","","","",1,"NEW YORK","",NA,"",1,20,NA,1,500,100,NA,NA,NA,NA,1,1,3,NA,NA,NA,1,1,"BOARD OF HIGHER EDUCATION","","","",1342,3,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600
"2488","DEMARIO",NA,"NYT",5,28,1971,5,27,1971,1,7105082,1,"Protest Mars Start of Final City Hall Budget Hearing",0,"the progressive labor party","demonstrated, protested","city hall,ny","'against city hall policy to firing policemen dut to insufficient funds'","","group, collective, smo activity",13,"1",19,1,"NY","","","",1,"NEW YORK","",1,"CITY HALL",1,35,NA,1,1800,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"THE PROGRESSIVE LABOR PARTY","","","",1400,3,NA,NA,NA,NA,NA,NA,1,13,NA,NA,28,20,64,NA,0,NA,0,1,1,1,1,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"2489","DEMARIO",NA,"NYT",5,30,1971,5,29,1971,NA,7105084,1,"690 Philosophers Oppose Radicals",0,"690 philosophy teacher and scholars of the american philosophy association","petitioning","nyc, ny","'against the american philosophy association: to make some changes'","","group, collective",35,"1",12,1,"NY","","","",1,"NEW YORK","",NA,"",1,690,NA,1,100,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1,"AMERICAN PHILOSOPHY ASSOCIATION","","","",1342,3,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,18,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600
"2490","JEN MURDOCK",NA,"NYT",6,1,1971,5,31,1971,1,7106002,1,"Memorial day Observed Traditionally and by Protests",0,"Veterans and their supporters","gathered in Madison Square Park to protest the Vietnam War","Madison Square Park in New York City, NY","'against US govt protesting continued involvment in Vietnam War'","","Collective organized protest-made claims against state.",1,"1",27,1,"NY","","","",1,"NEW YORK","",NA,"",1,100,NA,2,1600,600,1800,NA,NA,NA,1,1,1,NA,NA,NA,1,2,"LONG ISLAND CHAPTER OF VIETNAM VETERANS AGAINST WAR","NEW YORK VETERANS FOR PEACE IN VIETNAM","","",711,1,729,1,NA,NA,NA,NA,1,NA,NA,NA,27,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1619
"2491","JEN MURDOCK AND",NA,"NYT",6,10,1971,6,9,1971,1,7106016,1,"A Protest Over Crowding Empties a Bronx School",0,"100 supports of Jewish Defense League","held rally, marched to the Iraqi Mission to UN and then sat down in the street near the Soviet Mission to the UN","in New York City, New York-Hunter College,streets.","'Agaisnt Soviet Union and Arab countries to protest treatment of Jews there'","","Collective-organized made claims-non elites.",52,"1",5,1,"NY","","","",1,"NEW YORK","",1,"BROOKLYN",1,350,NA,4,100,NA,800,NA,600,NA,1,1,3,NA,NA,NA,0,NA,"","","","",1342,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,54,20,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600
"2492","SCHUSSMAN",NA,"NYT",6,11,1971,6,10,1971,1,7106017,1,"100 JDL BACKERS SEIZED IN PROTEST",0,"more than 100 supporters of the Jewish Defense League","sat down in the intersection of Third Ave & E 67th ST; blocked traffic for about 20 minutes; began with a rally","a block from the Soviet Mission to the United Nations","","","protest against the treatment of Jews in the Soviet Union and Arab countries",32,"1",6,1,"NY","","","",1,"NEW YORK","",1,"HUNTER COLLEGE",0,NA,4,2,1800,NA,1800,NA,NA,NA,1,1,1,NA,NA,NA,1,2,"JEWISH DEFENSE LEAGUE","ITALIAN AMERICAN CIVIL RIGHTS LEAGUE","","",2503,2,NA,NA,NA,NA,NA,NA,1,2,5,NA,27,22,57,NA,0,NA,0,1,1,0,0,0,100,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207
"2493","JEN MURDOCK",NA,"NYT",6,11,1971,6,10,1971,1,7106020,1,"Room Leased by Columbia Held in Day Care Protest",0,"40 adults and children","occupied a room leased by Columbia University to demand that it be turned into a day-care center","New York City, New York","'Against Columbia University-to demand community-sponsored day care center'","","Collective organized-nonelites made claims.",71,"1",2,1,"NY","","","",1,"NEW YORK","",NA,"",1,40,NA,1,500,700,NA,NA,NA,NA,1,1,3,NA,NA,NA,1,1,"WASHINGTON HEIGHTS CHILD CARE COMMITTE","","","",1400,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,60,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508
"2494","JEN MURDOCK",NA,"NYT",6,13,1971,6,12,1971,1,7106024,1,"Pornography Protest is Staged in Times Sq",0,"Teenaged Salvation Army Cadets","marched","through Times Square; New York City","'Against pornography industry-to protest pornography.'","","Collective-organized, made claims-nonelites",42,"1",3,1,"NY","","","",1,"NEW YORK","",1,"TIMES SQUARE",1,1000,NA,1,700,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1,"SALVATION ARMY CORPS","","","",1400,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,22,26,20,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207
"2495","JEN MURDOCK",NA,"NYT",6,14,1971,6,13,1971,1,7106027,1,"19 Police Injured at Parade Here",0,"Radical Puerto Rican groups'","interrupted the 16th annual Puerto Rican Day Parade.","New York City, Manhattan.","'Against US govt and parade organizers-to protest Puerto Rican poverty, living standards in US, and to advocate independence. '","","Collective organized, made claims nonelites.",1,"1",26,1,"NY","","","",1,"NEW YORK","",1,"MANHATTAN",0,NA,5,2,1800,403,1800,403,NA,NA,1,2,1,NA,403,NA,1,2,"YOUNG LORDS","MOVEMENT FOR PUERTO RICAN INDEPENDENCE","","",2004,1,2004,1,2000,1,NA,NA,5,NA,NA,NA,55,56,59,NA,1,7,0,1,1,1,1,0,20,NA,0,NA,1,0,"",NA,5,1,NA,NA,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"2496","JEN MURDOCK",NA,"NYT",6,14,1971,6,13,1971,1,7106028,1,"Womens Prison closed  Inmates Moved to Rikers",0,"General demonstrators","picketed and distributed literature outside prison","Women's House of Detention, Greenwich Village, New York City, NY.","'Against prison officials-to protest moving women to new facility (isolate women and reduce safeguards for harrassment). '","","Collective-organized, nonelites made claims.",1,"1",7,1,"NY","","","",1,"NEW YORK","",1,"GREENWICH VILLAGE",1,200,NA,1,1800,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",2300,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,20,15,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"2497","JEN MURDOCK",NA,"NYT",6,15,1971,6,14,1971,NA,7106032,1,"Six Indians Accused of Defacing Theodore Roosevelt Statue He",0,"Six young American Indians","defaced statue/ arrest","New York City, NY statue of Teddy Roosevelt in front of American Museum of Nat. History.","'To protest Fed. Govt's seizure of Atcatraz Island from Native Americans who had occupied it 19 months/ also say statue is racist. '","","Unconventional, collective, claims made.",37,"1",11,1,"NY","","","",1,"NEW YORK","",NA,"",1,6,NA,1,435,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1700,1,1713,2,1336,2,NA,NA,10,NA,NA,NA,33,62,NA,NA,1,3,0,1,1,0,0,0,6,NA,1,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"2498","JEN MURDOCK",NA,"NYT",6,16,1971,6,15,1971,1,7106034,1,"Council Urged to Sit In on Labor Talks",0,"Members of progessive Labor Party","protested/unrolled banners in front of tv cameras","at the meeting of Council hearing on Maya Lindsay's proposed package of new taxes. (NYC, NY).","To protest taxation","","Collective, unconventional claims made",32,"1",17,1,"NY","","","",1,"NEW YORK","",NA,"",1,40,NA,1,1000,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"PROGRESSIVE LABOR PARTY","","","",1306,2,1336,2,NA,NA,NA,NA,98,NA,NA,NA,64,1,NA,NA,0,NA,0,1,1,0,0,0,7,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107
"2499","JENNY",NA,"NYT",6,16,1971,3,30,1971,NA,7106035,1,"Harlem Better Business Office is Center of Dispute",0,"Operation Bread basket, economic arm of the SCLC","called for black boycott of A&P stores","nationwide","'To protest A&P executive's failure meet over the issue of economic investment in black communities. '","","Unconventional, collective claims made",47,"1",33,1,"NY","","","",2,"NEW YORK","UNKNOWN",NA,"",0,NA,6,1,401,1800,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,2,"SOUTHERN CHRISTIAN LEADERSHIP CONFERENCE","OPERATION BREADBASKET","","",1500,1,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"2500","JENNY MURDOCK",NA,"NYT",6,17,1971,6,16,1971,1,7106037,1,"Brooklyn School Boycotted in a Playground Protest",0,"Pupils and parents","boycotted school and held demonstration","at P.S 38 and Board of Education headquarters.","'To protest a board plan to deprive pupils of playground. '","","Collective, unconventional, made claims",48,"1",3,1,"NY","","","",1,"NEW YORK","",1,"BROOKLYN",1,150,NA,2,800,NA,600,500,NA,NA,1,1,3,NA,NA,NA,0,NA,"","","","",1342,3,NA,NA,NA,NA,NA,NA,14,1,NA,NA,54,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600
"2501","JENNY MURDOCK",NA,"NYT",6,18,1971,5,19,1971,NA,7106039,1,"Tenants Conducting Rent Strike in Luxury Apartment Building",0,"Tenants in luxury apartment building","stage rent strike","at 239 Central Park West in New York City, NY.","'Against Reality Office to protest poor security and mainentance problems'","","Unconventional, collective action w/ claims made.",5,"1",14,1,"NY","","","",1,"NEW YORK","",NA,"",1,42,NA,1,1500,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,0,NA,"","","","",1318,1,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,54,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1401
"2502","JENNY MURDOCK",NA,"NYT",6,20,1971,6,19,1971,1,7106043,1,"5000 Youths Attend a Register-to-Vote Rally in Park",0,"Youths/NYC Democratic Committee","held rally and voter registration drive","New York City, NY in Central Park","'To Denounce war/register people to vote'","","organized and collective",46,"1",12,1,"NY","","","",1,"NEW YORK","",NA,"",1,5000,NA,1,700,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"NEW YORK DEMOCRATIC COMMITTEE","","","",711,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,27,36,1,98,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1619
"2503","JENNY MURDOCK",NA,"NYT",6,21,1971,6,20,1971,1,7106045,1,"Rally in Prospect Park Asks That All Ages Protest War",0,"Anti-war demonstrators","held rally and demonstration","at Prospect Park in Brooklyn, New York.","'To protest Vietnam War; against US gov't. '","","Collective, unconventional, organized, claims made.",4,"1",15,1,"NY","","","",1,"NEW YORK","",1,"BROOKLYN",1,3000,NA,1,1800,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"LOCAL 259 OF UNITED AUTO WORKERS","","","",711,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,27,22,36,7,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1619
"2504","JENNY MURDOCK",NA,"NYT",6,22,1971,6,21,1971,1,7106054,1,"28 HELD IN PROTEST ON MINORITY HIRING",0,"28 unemployed men","picketing","on street by construction site.","Against Board of Education for not hiring minority workers.","","Unconventional, collective, organized, claims made",30,"1",11,1,"NY","","","",1,"NEW YORK","",NA,"",1,28,NA,2,100,401,100,403,NA,NA,1,1,3,NA,NA,NA,1,1,"HARLEM FIGHT BACK","","","",1505,1,2004,1,1400,3,NA,NA,4,NA,NA,NA,20,28,33,NA,0,NA,0,1,1,0,0,0,28,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"2505","JENNY MURDOCK",NA,"NYT",6,23,1971,6,22,1971,1,7106055,1,"Growing Old Theme of Womens Rally",0,"Group of women artist, poets, and writers","held street theater demonstration","NY, NYC","'To protest prejudice against women growing old.'","","Collective, claim made, unconventional",59,"1",7,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,2,1,500,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,"","","","",600,1,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202
"2506","JENNY MURDOCK",NA,"NYT",6,27,1971,6,25,1971,1,7106059,1,"Militant Homosexuals to Stage March to Central Park Today",0,"Gay rights activists","Marched in downtown New York","Centeral Park and downtown New York","'To get council members to vote for anti-discrimination measures.'","police who absued gays","Collective, unconventional, claims made.",30,"1",40,1,"NY","","","",1,"NEW YORK","",NA,"",1,9,NA,1,600,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"GAY ACTIVISTS ALLIANCE","","","",1600,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,52,NA,NA,NA,0,NA,0,1,1,0,0,0,9,NA,0,NA,0,0,"D-7106059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202
"2507","JENNY MURDOCK",NA,"NYT",6,28,1971,6,27,1971,1,7106062,1,"5000 Homosexuals March to Central Park for a Rally",0,"5000 gay men and women","held march and rally","NYC, NY, Greenwich Village to Central Park.","Target unknown","","",23,"1",9,1,"NY","","","",1,"NEW YORK","",1,"GREENWICH VILLAGE",1,5000,NA,2,600,NA,500,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,"","","","",1600,1,NA,NA,NA,NA,NA,NA,2,1,NA,NA,22,27,NA,NA,0,NA,0,1,0,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202
"2508","JENNY MURDOCK",NA,"NYT",6,29,1971,6,28,1971,1,7106064,1,"Colombo Shot Gunman Slain at Columbus Circle Rally Site",0,"Italian -Americans","racial violence erupted on several occasions/held unity rally","Columbus Circle-NYC, NY.","'Against blacks-b/c it was known that a black man shot Joseph A Colombo.'","","Collective, racially motivated violence.",1,"1",29,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,6,1,451,NA,NA,NA,NA,NA,1,1,7,NA,401,NA,1,1,"ITALIAN AMERICAN CIVIL RIGHTS LEAGUE","","","",1337,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,27,55,NA,NA,1,2,0,1,0,1,0,0,0,NA,0,NA,1,0,"",NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1211
"2509","JENNY MURDOCK",NA,"NYT",6,30,1971,6,29,1971,1,7106065,1,"Italians Tie Up Traffic Scoring Article in News",0,"40 members of Italian-American league and six black supporters","noisy protest/tied up traffic in front of Daily News Building","NYC, NY.","","","",27,"1",3,1,"NY","","","",1,"NEW YORK","",NA,"",1,46,NA,2,401,NA,451,NA,NA,NA,1,1,2,NA,NA,NA,1,1,"ITALIAN AMERICAN CIVIL RIGHTS LEAGUE","","","",1400,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,57,58,NA,NA,0,NA,0,1,1,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"2510","KAREN CALDWELL",NA,"NYT",7,1,1971,6,30,1971,1,7107001,1,"State Job Center is Occupied Here in Welfare Protest",0,"23 members and supporters of the Welfare Rights Organization","occupied the administrative office at the State Employment Service","New York City","'to protest referral of ''employable'' welfare recipients to what they called ''slave jobs'''","","collective, unconventional activity with specific claims",4,"1",10,1,"NY","","","",1,"NEW YORK","",NA,"",1,23,NA,1,1800,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,2,"WELFARE RIGHTS ORGANIZATION","CITYWIDE COORDINATING COMMITTEE","","",1325,1,2300,1,NA,NA,NA,NA,5,NA,NA,NA,45,60,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1302
"2511","KAREN CALDWELL",NA,"NYT",7,1,1971,6,30,1971,1,7107003,1,"East Pakistanis Picket Here Against Shipment of Arms",0,"12 East Pakistanis and sympathizers","picketed Pier 36 on the East River, carrying signs","New York City","to protest the shipment of arms to West Pakistan","","collective, unconventional activity with specific goals",28,"1",4,1,"NY","","","",1,"NEW YORK","",NA,"",1,12,NA,1,460,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",721,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,20,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1605
"2512","KAREN CALDWELL",NA,"NYT",7,1,1971,6,30,1971,1,7107004,1,"Bronx Blast Linked to Fight on Drugs",0,"Black Revolutionary Assault Team (claimed responsibility)","Exploded a pipe bomb","outside the apartment of a former college basketball player who has been arrested on narcotices charges","to protest his 'dope peddling' in the community","","SMO violence with specific claims",52,"1",5,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,1,1,401,1800,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1,"BLACK REVOLUTIONARY ASSAULT TEAM","","","",1326,1,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,62,NA,NA,NA,1,5,0,0,NA,0,0,0,0,NA,1,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1203
